Message,2025-10-22T10:49:48.763555,TEMP,12.89,C,PRESS,906.92,hPA,HUM,59.6,%

Message,2025-10-22T10:49:48.858703,TEMP,18.9,C,PRESS,986.06,hPA,HUM,47.33,%

Message,2025-10-22T10:49:48.954339,TEMP,15.4,C,PRESS,1018.82,hPA,HUM,54.4,%

Message,2025-10-22T10:49:49.049748,TEMP,12.36,C,PRESS,1019.5,hPA,HUM,59.48,%

Message,2025-10-22T10:49:49.145459,TEMP,10.77,C,PRESS,1095.88,hPA,HUM,41.71,%

Message,2025-10-22T10:49:49.240983,TEMP,11.64,C,PRESS,1193.0,hPA,HUM,51.55,%

Message,2025-10-22T10:49:49.336857,TEMP,17.02,C,PRESS,998.31,hPA,HUM,56.63,%

Message,2025-10-22T10:49:49.432834,TEMP,12.12,C,PRESS,1043.12,hPA,HUM,57.52,%

Message,2025-10-22T10:49:49.529306,TEMP,18.99,C,PRESS,1049.77,hPA,HUM,38.18,%

Message,2025-10-22T10:49:49.625293,TEMP,12.31,C,PRESS,1135.44,hPA,HUM,36.84,%

Message,2025-10-22T10:49:49.720403,TEMP,11.02,C,PRESS,1041.35,hPA,HUM,31.66,%

Message,2025-10-22T10:49:49.815705,TEMP,14.94,C,PRESS,1177.36,hPA,HUM,31.05,%

Message,2025-10-22T10:49:49.911866,TEMP,14.55,C,PRESS,987.81,hPA,HUM,48.58,%

Message,2025-10-22T10:51:10.043342,TEMP,16.3,C,PRESS,1025.22,hPA,HUM,55.81,%

Message,2025-10-22T10:51:10.134684,TEMP,13.64,C,PRESS,1047.21,hPA,HUM,55.49,%

Message,2025-10-22T10:51:10.230360,TEMP,19.29,C,PRESS,983.13,hPA,HUM,35.91,%

Message,2025-10-22T10:51:10.334292,TEMP,19.37,C,PRESS,952.66,hPA,HUM,37.88,%

Message,2025-10-22T10:51:10.429173,TEMP,15.03,C,PRESS,997.73,hPA,HUM,30.76,%

Message,2025-10-22T10:51:10.508712,TEMP,15.73,C,PRESS,1167.15,hPA,HUM,57.97,%

Message,2025-10-22T10:51:10.603919,TEMP,18.76,C,PRESS,1105.05,hPA,HUM,51.75,%

Message,2025-10-22T10:51:10.700219,TEMP,16.8,C,PRESS,1150.85,hPA,HUM,37.93,%

Message,2025-10-22T10:53:10.988304,TEMP,18.91,C,PRESS,1017.84,hPA,HUM,49.38,%

Message,2025-10-22T10:53:11.083760,TEMP,12.09,C,PRESS,1078.1,hPA,HUM,32.43,%

Message,2025-10-22T10:53:11.179766,TEMP,13.19,C,PRESS,1001.11,hPA,HUM,40.08,%

Message,2025-10-22T10:53:11.259520,TEMP,13.6,C,PRESS,1007.14,hPA,HUM,43.77,%

Message,2025-10-22T10:53:11.354763,TEMP,19.89,C,PRESS,1172.57,hPA,HUM,44.02,%

Message,2025-10-22T10:53:11.450360,TEMP,12.46,C,PRESS,1154.25,hPA,HUM,36.02,%

Message,2025-10-22T10:53:11.546931,TEMP,16.51,C,PRESS,1044.59,hPA,HUM,50.73,%

Message,2025-10-22T10:53:11.641909,TEMP,19.55,C,PRESS,1148.28,hPA,HUM,56.21,%

Message,2025-10-22T10:53:11.737476,TEMP,15.23,C,PRESS,1034.33,hPA,HUM,40.87,%

Message,2025-10-22T10:53:11.832826,TEMP,19.55,C,PRESS,1039.76,hPA,HUM,45.98,%

Message,2025-10-22T10:53:11.929667,TEMP,17.37,C,PRESS,1084.91,hPA,HUM,31.07,%

Message,2025-10-22T10:53:12.009691,TEMP,11.35,C,PRESS,1162.4,hPA,HUM,41.38,%

Message,2025-10-22T10:53:12.105978,TEMP,11.77,C,PRESS,916.53,hPA,HUM,44.32,%

Message,2025-10-22T10:53:12.201992,TEMP,18.76,C,PRESS,1026.43,hPA,HUM,36.5,%
Message,2025-10-28T12:02:14.939791,TEMP,12.39,C,PRESS,961.67,hPA,HUM,35.97,%

Message,2025-10-28T12:02:15.030433,TEMP,14.18,C,PRESS,931.13,hPA,HUM,44.69,%

Message,2025-10-28T12:02:15.126581,TEMP,15.41,C,PRESS,917.53,hPA,HUM,35.3,%

Message,2025-10-28T12:02:15.222551,TEMP,11.69,C,PRESS,955.98,hPA,HUM,52.67,%

Message,2025-10-28T12:02:15.317403,TEMP,13.24,C,PRESS,1002.09,hPA,HUM,31.97,%

Message,2025-10-28T12:02:15.411894,TEMP,13.69,C,PRESS,1135.02,hPA,HUM,53.06,%

Message,2025-10-28T12:02:15.507683,TEMP,15.19,C,PRESS,1127.46,hPA,HUM,47.22,%

Message,2025-10-28T12:02:15.602011,TEMP,11.35,C,PRESS,1157.47,hPA,HUM,59.82,%

Message,2025-10-28T12:02:15.696265,TEMP,12.99,C,PRESS,955.56,hPA,HUM,52.01,%

Message,2025-10-28T12:02:15.790931,TEMP,19.74,C,PRESS,914.33,hPA,HUM,35.56,%

Message,2025-10-28T12:02:15.886024,TEMP,16.0,C,PRESS,988.81,hPA,HUM,48.15,%

Message,2025-10-28T12:02:15.966402,TEMP,13.03,C,PRESS,1164.42,hPA,HUM,53.26,%

Message,2025-10-28T12:02:16.060444,TEMP,13.26,C,PRESS,1085.27,hPA,HUM,49.27,%

Message,2025-10-28T12:02:16.155452,TEMP,17.06,C,PRESS,1111.88,hPA,HUM,44.45,%

Message,2025-10-28T12:02:16.249983,TEMP,19.06,C,PRESS,989.16,hPA,HUM,37.18,%

Message,2025-10-28T12:02:16.345467,TEMP,15.56,C,PRESS,922.97,hPA,HUM,36.74,%

Message,2025-10-28T12:02:16.440466,TEMP,12.13,C,PRESS,1040.83,hPA,HUM,54.31,%

Message,2025-10-28T12:02:16.535664,TEMP,13.93,C,PRESS,955.66,hPA,HUM,48.53,%

Message,2025-10-28T12:02:16.630790,TEMP,15.11,C,PRESS,1171.56,hPA,HUM,46.19,%

Message,2025-10-28T12:02:16.726332,TEMP,14.72,C,PRESS,1113.37,hPA,HUM,56.34,%

Message,2025-10-28T12:02:16.820788,TEMP,13.96,C,PRESS,1194.89,hPA,HUM,48.38,%

Message,2025-1Message,2025-10-28T12:04:18.175410,TEMP,18.84,C,PRESS,966.48,hPA,HUM,44.1,%

Message,2025-10-28T12:04:18.266564,TEMP,11.34,C,PRESS,981.95,hPA,HUM,49.45,%

Message,2025-10-28T12:04:18.361267,TEMP,15.51,C,PRESS,1111.76,hPA,HUM,47.52,%

Message,2025-10-28T12:04:18.455560,TEMP,14.98,C,PRESS,960.16,hPA,HUM,53.38,%

Message,2025-10-28T12:04:18.550573,TEMP,14.68,C,PRESS,1038.93,hPA,HUM,38.55,%

Message,2025-10-28T12:04:18.645373,TEMP,10.92,C,PRESS,1065.99,hPA,HUM,38.1,%

Message,2025-10-28T12:04:18.740526,TEMP,11.27,C,PRESS,1046.54,hPA,HUM,46.31,%

Message,2025-10-28T12:04:18.835255,TEMP,15.06,C,PRESS,977.66,hPA,HUM,50.33,%

Message,2025-10-28T12:04:18.930369,TEMP,12.27,C,PRESS,1168.39,hPA,HUM,58.93,%

Message,2025-1Message,2025-10-28T12:07:23.557662,TEMP,12.85,C,PRESS,909.28,hPA,HUM,58.54,%

Message,2025-10-28T12:07:23.648940,TEMP,19.27,C,PRESS,1054.12,hPA,HUM,46.29,%

Message,2025-10-28T12:07:23.744755,TEMP,18.69,C,PRESS,962.26,hPA,HUM,46.87,%

Message,2025-10-28T12:07:23.838910,TEMP,12.96,C,PRESS,1022.26,hPA,HUM,36.38,%

Message,2025-10-28T12:07:23.918481,TEMP,19.71,C,PRESS,1107.83,hPA,HUM,41.71,%

Message,2025-10-28T12:07:24.014286,TEMP,16.08,C,PRESS,1189.03,hPA,HUM,57.66,%

Message,2025-10-28T12:07:24.109337,TEMP,19.58,C,PRESS,957.39,hPA,HUM,44.86,%

Message,2025-10-28T12:07:24.205368,TEMP,19.91,C,PRESS,984.47,hPA,HUM,46.39,%

